Score;Job Name;Job Url
1;Senior Simulation Data Engineer;https://aurora.tech/jobs/6603295002
1;Senior Data Scientist - Test and Validation;https://aurora.tech/jobs/6654741002
1;Service & Maintenance Delivery Product Manager;https://aurora.tech/jobs/6652436002
1;Staff User Experience Researcher;https://aurora.tech/jobs/6751603002
